Siren;Raison Sociale
385243878;I-MEDIA
562008151;IMERYS
491683512;IMMOBILIERE AL
513882209;IMOPTEL
417705175;IMP.360
421316555;IMPERIAL TOBACCO FRANCE
804808004;IMS DYNAMICS
814030854;IMS NETWORKS
844406207;IMSA
481784593;IMT
508750866;IN' ENERGIES
841001092;INAGRAL
829291947;INCONCERT FRANCE
384351599;INDEX EDUCATION
342177029;INDEX MULTIMEDIA
552108797;INEO
409867942;INEO INFRACOM
385365713;INETUM
813575479;INETWORKS
793655283;INFINITY TELECOM
848786869;INFINIVOX
389966698;INFO DOM
842931909;INFOCOM RACC
533347688;INFOLINE
394451223;INFOMIL
392168530;INFOMOBILE
404768434;INFONET FRANCE SA
481342186;INFORMADIS
340529379;INFORMATIQUE 2000
435377684;INFORMATIQUE BANQUES POPULAIRES
344914890;INFORMATIQUE TELEMATIQUE OCEAN INDIEN
400085320;INFOSOURCES
501150536;INFRA TEL
832705610;INFRACITY
922039623;INFRALIS
483180477;ING TELECOM
503831927;INGENIERIE INFORMATIQUE SYSTEME RESEAU
440239275;INIT SYS
502226814;INITHEC
327136743;INIZYS MUTUELLE
531482073;INNOTIP
491879094;INOLIA
829427046;INOVASYON VIDEYO  ENTEWNET
509423323;INOVEO
331645424;INOVIE BIOAXIOME
889372983;INOVIE GROUP
329208771;INOVIE LABOSUD
408567139;INOVIE LXBIO
340649136;INOVIE SYNAIRBIO
397888330;INSIGHT TECHNOLOGY SOLUTIONS SAS
200011898;INST ENFANCE FAMILLE HANDICAP INSERT
330715368;INST FR RECHERCHE POUR L EXPLOIT MER
130010440;INST FRANCAIS CHEVAL EQUITATION
180080012;INST NAT DE LA PROPRIETE INDUSTRIELLE
180067019;INST NAT INFO GEOGRAPHIQUE FORESTIERE
174502708;INST NAT STATISTIQUE ETUDES ECONOMIQUES
348623562;INSTIT EUROP NORMES TELECOMMUNICATION
782921233;INSTITUT JEAN PAOLI & IRENE CALMETTES CENTRE REGIONAL DE LUTTE CONTRE LE CANCER
775684897;INSTITUT PASTEUR
180090060;INSTITUTION DE GESTION SOCIALE DES ARMEES
402281760;INT TELECOMMUNICATION NETWORK FRANCE
482642576;INTEGR@PHONE SARL
413512013;INTELCIA SERVICE CLIENT
353259922;INTER MUTUELLES ASSISTANCE TECHNOLOGIE
494671795;INTER MUTUELLES HABITAT
330424524;INTERACT-IV.COM
484772553;INTERACTIV-GROUP
493723712;INTERCABLE REUNION
529026486;INTERCLOUD
492193313;INTERCOM DEVELOPPEMENT
304862816;INTERKING
879610251;INTERNATEL
411521552;INTERNATIONAL EXCHANGE NETWORKS SAS
411838485;INTERNATIONAL SOS (ASSISTANCE) SA
327796009;INTERNATIONAL SOS (FRANCE) SA
402413207;INTERNET FR
422154377;INTERNET TELECOM
791050289;INTERNET WIRELESS SYSTEM
403621394;INTERNEXT
878153089;INTEROP
408236990;INTEROUTE FRANCE SA
394332118;INTEROUTE MANAGED SERVICES FRANCE
964201123;INTERSPORT FRANCE
389671165;INTERWAY
423945799;INTERXION FRANCE
423946870;INTERXION TELECOM
453207243;INTM
332643063;INTRA-PRESSE
511846750;INTUIDIS
852619352;INVESTISSEMENT DANS LA FIBRE DES TERRITOIRES
801076282;INVIVO GROUP
443582796;IP ACS
438822116;IP COMM
490818556;IP DIRECTIONS
392459392;IP FRANCE
792575961;IP NET SERVICES PROVIDER
440062388;IP TELECOM
844477232;IP VS
339422925;IPC FRANCE SA
390839272;IPC SYSTEMS FRANCE SA
752991554;IPCONNECT
499714608;IPEFIX
513919662;IPER TELECOM
434881371;IPERCAST NETWORK
509795829;IPERCOM
483234407;IPEVA
479525578;IPGARDE
444848428;IPNOTIC TELECOM
530825819;IPOP TELECOM
808472781;I-PRINT BUSINESS SOLUTIONS
308197185;IPSEN PHARMA
442674156;IPSET
304555634;IPSOS
392901856;IPSOS (FRANCE)
418216511;IPULSYS MESSAGING FRANCE SAS
533089587;IPXTEL
829775600;IQERA GROUP
348884594;IQERA SERVICES
530443076;IRCEM GESTION
479013252;IRIS 64
437683766;IRISE
342993946;IRON MOUNTAIN FRANCE
313414013;IRON WILL FRANCE IWF
440546018;IRSN
823990858;IRT-NETWORK
420724189;IS PRODUCTION
823227806;ISERE FIBRE
317750818;ISIGNY SAINTE-MERE
350047221;ISOBOX-HENRY SNC
801584319;ISONYS
479767667;ISOTHERM
794884247;ISRT
340528652;ISS SERVICES
525398020;ISULA INFORMATIQUE
498801794;ISYS
752726463;IT ADEPT
433061975;ITANCIA
469600050;IT-CE
311980932;ITESA
722064102;ITM ENTREPRISES SA
485342257;ITOUCH MOVILISTO FRANCE
803705227;ITSICOM
793181330;IT'TEK TELECOM
439688771;IXCORE GROUP
422945899;IXO
805258969;IZARLINK
538645706;IZZYCOM
387856990;J B TECNICS
308972181;J J A
804629582;J. A. DES HAUTS DE CHEE
842442972;J.P. MORGAN SE
398128447;J.P.FAUCHE INVESTISSEMENTS
478750334;J2C PARTICIPATIONS
752508804;JACK TELECOM
428814123;JACOBS DOUWE EGBERTS ES SL
383885746;JACOBS DOUWE EGBERTS FR
409437514;JCD COMMUNICATION
821454204;JCDECAUX CONNECT CITY
307570747;JCDECAUX SE
350753125;JDC
434273330;JEAN HIVER
507532497;JEDOX FRANCE
448989947;JEFF DE BRUGES DIFFUSION
449127885;JEFF DE BRUGES EXPLOITATION
842107039;JELLEJ JOUETS
398010298;JELO
482534500;JET MULTIMEDIA FRANCE
327562088;JET MULTIMEDIA HOSTING
499444966;JETWAY LIBERTY
015551666;JEUNET
413985292;JMF
327656781;JOHNSON ELECTRIC SAINT REMY
448425629;JONAS TECHNOLOGY
437497589;JP MORGAN SECURITIES PLC
997506407;JPG
453441222;JT CONSULTING
967505967;JTEKT EUROPE
503538027;K.O.R. COMMUNICATION
823603469;KAISA TECHNOLOGIES AB
934875089;KAMATARI ONLINE
805141140;KAPPALYS
400933578;KAPTECH
397831249;KAPT'HOLDING
775702673;KARCHER SAS
421907692;KARTHIGAN CALL
424686053;KAST ONLINE
399223171;KAST TELECOM
827777475;KBLOPTIK
409445848;KDDI FRANCE
402180194;KENZO
822620225;KEREIS SERVICES
552075020;KERING
496680018;KERMENE
422135459;KERTEL
752975466;KERTEL
499870111;KERTEL FRANCE OUTRE MER
533116356;KERTELCOM
817985609;KERVIC
478217318;KEYNECTIS
389960006;KEYOR
390081156;KEYYO
520385584;KEYYO CLEVERNETWORK
495270159;KEYYO PROXIMITE
410528343;KHEOPS ORGANISATION
344103270;KIABI EUROPE
504872151;KINDRED FRANCE
300500766;KINGFISHER FRANCE
445009798;KINGFISHER INFORMAT TECHNOLOGY SCE
316701416;KINGFISHER INVESTISSEMENTS
302565544;KINGSPAN LIGHT AIR
983282005;KISSGROUP
442133278;KITCHEN ACADEMY
879282861;KLIPEVO
804848513;KLOCEL TELECOM
399324375;KNAUF
444764161;KNAUF SSC
437849631;K-NET
417727559;KOESIO CORPORATE TECHNOLOGIES
521370692;KOESIO NETWORKS
490051117;KOMEO
831004957;KONECTA HOLDING FRANCE
502366859;KORBEN
813528866;KOSC
827831041;KOSC INFRASTRUCTURES
390182699;KOSMOS
833781065;KOUROU FIBRE
775726417;KPMG FRANCE
421594748;KPNQWEST ASSETS FRANCE SA
394862338;KPNQWEST FRANCE
421678913;KPNQWEST SERVICES FRANCE SARL
853119535;KSAPA
302077565;KUBOTA EUROPE
799554209;KUBOTA FARM MACHINERY EUROPE SAS
519592000;KUKA SYSTEMS GMBH
891792996;KVN
894880194;KYNDRYL FRANCE
840017305;KYNTUS
911648327;L F M - COM
522998244;L ILOT DES GOURMETS
493722821;L&C CONSULTING
498480185;L2CT
493479364;L4 LOGISTICS
421100645;LA BANQUE POSTALE
493839104;LA COSTE DISTRIBUTION
831500467;LA FIBRE 85
840575047;LA FIBRE PALOISE
441759958;LA FINANCIERE DE MONTMUR
817390941;LA FOURNEE DOREE - LFD
315065292;LA FRANCAISE DES JEUX
432225308;LA MAISON DU TELEPHONE
788863249;LA MELODIE DES SAVEURS
445331192;LA MONDIALE GROUPE
775685340;LA MUTUELLE GENERALE
356000000;LA POSTE
356000521;LA POSTE
500118369;LA REUNION NUMERIQUE
191700327;LA ROCHELLE UNIVERSITE
334804333;LA SIGNALISATION BRETAGNE
822877569;LA SOURCE
632000014;LA VIE CLAIRE
457507267;LA VOIX DU NORD
447800210;LABORATOIRE AGUETTANT
422824730;LABORATOIRE CLEMENT
642041362;LABORATOIRE GLAXOSMITHKLINE
876580077;LABORATOIRES BIO VEGETALE YVES ROCHER
572208122;LABORATOIRES LEO
305823296;LABORATOIRES M&L
347956336;LABORATOIRES RIVADIS SAS
562880468;LACOSTE OPERATIONS
534487541;LACTINOV SERVICES
542105572;LAFARGE
422288092;LAFARGE FRANCE
380253518;LAGARDERE DUTY FREE
320366446;LAGARDERE SA
789129012;L'AGENCE PRO
800819534;LAGRANGE YOANN
380656439;LAITA
778731174;LAITERIE COOPERAT ALSACIENNE ALSACE LA
025550120;LAITERIE NOUVELLE DE L'ARGUENON
428679146;LANDTEL FRANCE
478077142;L'ANNUAIRE UNIVERSEL
453007437;LASOTEL
847900321;LAUBE FABIEN
337180152;LAURENT-PERRIER DIFFUSION
200083392;LAVAL AGGLOMERATION
509544409;LAVAL TRES HAUT DEBIT
879553857;LBP AM
415077668;LCR LES CONSTRUCTEURS REUNIS
394210793;LCR TELECOM
440910594;LD
444502025;LDC SABLE
799492897;LDC SERVICES
414819326;LDCOM CS
414555946;LDI TELECOM
814879987;LE 118
443356555;LE 118 000
503839318;LE 118 918
414728337;LE BON MARCHE MAISON ARISTIDE BOUCICA
823801022;LE BUREAU DES TELECOMS
414625053;LE CALVEZ SAS
075851014;LE COTTAGE SOCIAL DES FLANDRES
777616863;LE FINISTERE ASSURANCE
241100593;LE GRAND NARBONNE COMM D AGGLO
813393717;LE KIOSQUEUR
592010151;LE MONDE ET PARTENAIRES ASSOCIES
409957529;LEA NATURE SERVICES
514021708;LEBARA FRANCE LIMITED
352031843;L'ECLAIRAGE TECHNIQUE ECLATEC SA
300702305;LECTRA
421259615;LEGRAND
758501001;LEGRAND FRANCE
862200011;L'ENTREPRISE ELECTRIQUE
451727416;LEONIX TECHNOLOGIES
844257824;LEONIX TELECOM
384560942;LEROY MERLIN FRANCE
659804322;LES ATELIERS TECHNIPLAN
394076020;LES COURANTS FAIBLES
582071437;LES ECHOS
552102121;LES EDITIONS P AMAURY
263403909;LES HOPITAUX DU BASSIN DE THAU
420703076;LES IDEES NET
879428050;LES INTERIMAIRES PROFESSIONNELS - LIP
903528776;LES MUNITIONNETTES
443349220;LES REPUBLICAINS
496573155;L'ETE
419850318;LEVEL 3 COMMUNICATIONS
798929600;LEVEL SYS
552029431;LEXISNEXIS SA
325750347;LHOTELLIER SA
491402707;LIBERTY MULTIMEDIA
422812305;LIBERTY SURF GROUP
502218241;LICENCE 4
552016834;LIEBHERR-AEROSPACE TOULOUSE SAS
301374690;LIEBHERR-FRANCE
413782509;LILLE METROP HAB OPH METROP EUR LILLE
609849153;LILLY FRANCE
889285003;LIMEDATA
819070236;LIMPIGOSOLUTIONS
672024155;LINDT ET SPRUNGLI
380398313;LINK INTERNATIONAL
828535336;LINK@P
343183331;LINKCITY ILE-DE-FRANCE
430106278;LINKEO.COM
492039615;LINKS EVENT GROUPE
499382547;LINKSIP
815109467;LINKT
475682480;LINVOSGES
793339151;LIOPEN
322624701;LISI AUTOMOTIVE FORMER
917768178;LM TELECOMS
905054128;LMG ASSURANCES
440799989;LOCAL EXCHANGE GLOBAL OPERATION SERVIC
797802295;LOCAL LABS
311593834;LOCARCHIVES
200071587;LOCHES SUD TOURAINE
411659675;L'ODYSSEE INTERACTIVE JEUXVIDEO.COM
489892463;LOGICEK
484872148;LOGIKART
821097615;LOGISTICS ORGANISATION SERVICES-L.O.S
812827830;LOIRE ATLANTIQUE NUMERIQUE
882872864;LOIRET FIBRE
794272724;LOIRET THD
511657371;LONCLE GURVAN
413441395;LONG PHONE
479048597;LOOMIS FRANCE
075550012;LOOTEN PARTICIPATION
632012100;L'OREAL
919434894;L'OREAL FRANCE
200042174;LORIENT AGGLOMERATION
830959771;LOSANGE
831268156;LOSANGE EXPLOITATION
441683547;LOST OASIS
449732635;LOSTE CONSEILS
200044584;LOT-ET-GARONNE NUMERIQUE
484287800;LOTIM TELECOM
418560488;LOUIS DREYFUS COMMUNICATIONS
318571064;LOUIS VUITTON MALLETIER
812635571;LPCONNECT
798132528;LPG SERVICES
494425283;LTI NETWORKS
415047448;LTI TELECOM
310635347;LUDERIX INTERNATIONAL
420989154;LUMEN TECHNOLOGIES FRANCE
982773103;LUMIERE
820147510;LUMIERE FIBRE
582131264;LUMINESS
848095675;LUMOS
487432460;LUTECE TELECOM
923359400;LUXNETWORK S A
341671154;LV INFORMATIQUE
352497465;LVL MEDICAL GROUPE
775670417;LVMH MOET HENNESSY LOUIS VUITTON
528332505;LYCAMOBILE S.A.R.L.
571722669;LYRECO FRANCE
783711997;M COMME MUTUELLE
509553459;M H C S
790042709;M INFORMATION SYSTEM MIS
490990819;M TARGET
777749409;M.B.A MUTUELLE
334537206;M.C.S. & ASSOCIES
421120239;M.P.I
440647006;M2 SOLUTION
781423280;MAAF ASSURANCES
542073580;MAAF ASSURANCES SA
781452511;MACIF
504672064;MACS THD
880041397;MADIACOM
389332677;MADRIGALL
420956427;MAGIC FIL TELECOM
429218282;MAIAAH !
350218467;MAIF SOLUTIONS FINANCIERES
424335693;MAILEVA
782092290;MAISADOUR SOC COOP AGRICOLE
401239868;MAISON MENISSEZ
398783779;MAJESTIQUE DIFFUSION-MD-UNYS
498495472;MAMA SHELTER
814791554;MANCHE FIBRE
490074226;MANCHE TELECOM
430065326;MANGOOSTA
492486014;MANIFONE
914895933;MANN+HUMMEL FILTRATION FRANCE
429955297;MANPOWER FRANCE
562087791;MANPOWER FRANCE HOLDING
823870787;MANTECH
301276127;MANUFACTURE DE PRODUITS D'HYGIENE
662049840;MANUTAN INTERNATIONAL
751314717;MAORE MOBILE
310863493;MARBOUR
353282106;MARKEM-IMAJE HOLDING
789216702;MARKEM-IMAJE INDUSTRIES
433700648;MARLINK SAS
852698034;MARMITES
572174415;MARSH SAS
882210602;MARTEL ALEXIS-MARINE
342438892;MARTELL & CO
500748223;MARTINIQUE NUMERIQUE
489978262;MARTINIQUE TELEPHONE MOBILE
834647729;MARTINIQUE THD
381406768;MARTINIQUE TV CABLE
404054108;MASK
421013731;MASSELIN COMMUNICATION
821739273;MASTER MIND
501573158;MASTERCARD FRANCE
500718515;MAT MAX
392190641;MATEL
335094512;MATERIEL D'ALARME ET DE TELEPHONIE
831236500;MAYA TELECOM
824481873;MAYENNE FIBRE
200061778;MAYENNE TRES HAUT DEBIT
934556705;MAYOTTE THD
840220537;MB FRANCE COM
378168470;MBDA FRANCE
324336080;MCI INTERNATIONAL FRANCE SARL
404067399;MCI WORLDCOM S.A.
537803819;MCT
418826913;MD DEVELOPPEMENT
800220113;MD6 CONSULTING
481138998;MEDI@LYS
433975166;MEDIA MANAGEMENT
484804786;MEDIA TECHNOLOGIES
428604706;MEDIABARRE SA
834631707;MEDIACALL
393078647;MEDIACTIVE
503838013;MEDIAGARES
331004143;MEDIAPROGRES
431979913;MEDIATION TELECOM
253514491;MEGALIS BRETAGNE
254402530;MEGALIS PAYS DE LOIRE
795060201;MEL THD
481047116;MELIS@ EXPLOITATION
497870881;MELIS@ TERRITOIRES RURAUX
451623011;MELIS@INFRASTRUCTURES
505081703;MEMONET
845195619;MENIPPE
622044287;MERCEDES-BENZ FRANCE
390589455;MERCER (FRANCE) SAS
351723440;MERCK BIODEVELOPMENT
777335340;MERCK SA
572028033;MERCK SANTE
315335901;MERCKEL
402349864;MERCURE
835115148;MERLIN/LEONARD
572060333;MERSEN
955511217;MERSEN FRANCE SB SAS
489627125;MESHNET SAS
313966103;MESSAGERIES LAITIERES
881618094;MESSALAN
300560588;MESSER FRANCE
347613879;METEOCONSULT
180060030;METEO-FRANCE
440234201;METEO-FRANCE INTERNATIONAL
323492322;METI LOGICIELS ET SERVICES
399315613;METRO FRANCE
801886060;METRO OPTIC
245400676;METROPOLE DU GRAND NANCY
801919481;METROPTIC
200039865;METZ METROPOLE
441743002;MG INTERNATIONAL
440529014;MGEN TECHNOLOGIES
321762098;MGN
895408227;MHB SERVICE INFORMATIQUE
331430108;MICRO SERVICES INFORMATIQUES
398506253;MICROCAZ
341765295;MICROPOLE
484506563;MIDDLE CARIBBEAN NETWORK
488176108;MIDRANGE SOLUTIONS & SERVICES
831537360;MIDWAY'S NETWORK
110044013;MIN ENSEIG SUP RECHERCHE INNOVATION
110068012;MIN TRANSITION ECOLOGIQUE SOLIDAIRE
502686835;MIND MEDIA
789944873;MINEBEA ACCESSSOLUTIONS FRANCE
110070018;MINISTERE AGRICULTURE ALIMENTATION
110043015;MINISTERE DE L EDUCATION NATIONALE
150000099;MINISTÈRE DE LA DÉFENSE - CASE 44
110010014;MINISTERE DE LA JUSTICE
110036027;MINISTERE DE LA SANTE
110014016;MINISTERE DE L'INTERIEUR
110090016;MINISTERE DES ARMEES
110006012;MINISTERE EUROPE AFFAIRES ETRANGERES
130016538;MINISTERE SOLIDARITES SANTE
422716878;MINT
183100213;MIPIH
532418910;MKS-DIRECT
788794196;MLIVA TELECOM
410132310;MOBICOM SA
788432235;MOBIHUB
437684061;MOBILE ET PERMISSION
435003082;MOBILE INTERNET FOR BUSINESS
524241072;MOBIQUITHINGS
429439151;MOBISUD
432891786;MOBIUS
470501545;MOBIVIA
338228414;MOET HENNESSY
812379527;MOJI
428610547;MOLDTECS SAS
822687406;MOMENTTECH
443605142;MONACO TELECOM
538223025;MONETIZ
503185001;MONEXT
401774161;MONINFO
799902192;MON-INFRA
562038745;MONNOYEUR
552018020;MONOPRIX
270300049;MONTLUCON HABITAT OPH
382591881;MONTPELLIER EVENTS
243400017;MONTPELLIER MEDITERRANEE METROPOLE
482067170;MOREA CONSEILS
819753369;MOREL INGENIERIE
509510418;MOSELLE NUMERIQUE
489140848;MOSELLE TELECOM
915343156;MOVIUS INTERACTIVE CORPORATION
511249245;MOWI CUISERY
348033473;MR.BRICOLAGE
352799340;MRS PARIS
815053483;MS AMLIN INSURANCE
790561583;MS2R
347895096;MSL FRANCE
414347872;MSR PRIVATE CABLE TV
383312519;MULTICOMS
811873496;MUONA
529941387;MUSE MEDIA
409593431;MUTERLOGER
383974086;MUTUAIDE ASSISTANCE
777863820;MUTUALITE BRETAGNE SANITAIRE ET SOCIAL
784227894;MUTUEL COMPL VILLE PARIS ASSIS PUBL AD
775701477;MUTUELLE ASSUR TRAVAILLEUR MUTUALISTE
775709702;MUTUELLE ASSURANCE INSTITUTEUR FRANCE
784702391;MUTUELLE FRATERNELLE ASSURANCE
775685399;MUTUELLE GENERALE EDUCATION NATIONALE
775685365;MUTUELLE INTERIALE
783864150;MUTUELLE JUST
775606361;MUTUELLE NAT HOSPIT PROF SANTE SOCIAL
775678584;MUTUELLE NATIONALE TERRITORIALE MNT
776950669;MUTUELLE PREVIFRANCE
790161061;MY COMPUTING
478444474;MYBESTPRO
834204182;MYCC
444784987;MYCOMPANY
443342803;MYSTREAM
532688488;MY-TEL BUSINESS
895212181;NACRE SI
508823614;NAITWAYS
537457095;NANOXION
308128354;NANTES METROPOLE GESTION EQUIPEMENTS
538892621;NANTES NETWORKS
483951042;NATEIS
542044524;NATIXIS
423720622;NATIXIS ALTAIR IT SHARED SERVICES
440117620;NATRAN
378702674;NATURE ET DECOUVERTES SA
441133808;NAVAL GROUP
431246784;NAVISTA
420511990;NAXOS
330166711;NC NUMERICABLE
339953770;NC NUMERICABLE FRANCILIENNE
380303032;NC NUMERICABLE HAUTS DE SEINE
381134980;NC NUMERICABLE ILE DE FRANCE
349157453;NC NUMERICABLE MAURES ESTEREL
330502493;NC NUMERICABLE NICE
380535799;NC NUMERICABLE REGION NORD PAS DE CALAIS
384043550;NCF
847718210;NEBULO
493559272;NEO CENTER EST
433250933;NEO EDITIONS
525270583;NEO ONE
484348487;NEO SOFT SERVICES
812929669;NEOCOM 360
337744403;NEOCOM MULTIMEDIA
495018475;NEOLAB COMPANY
888171568;NEONEW
434226775;NEOTEL
402822282;NEPTUNE INTERNET SERVICES
382597821;NESPRESSO FRANCE
542014428;NESTLE FRANCE
302079462;NESTLE PURINA PETCARE FRANCE
702034398;NESTLE WATERS SUPPLY SUD
483207361;NET 27
519272520;NET 48
503746299;NET 55
503767188;NET 64
502474729;NET 67
752022418;NET AND YOU
495018442;NET AVEYRON
511464323;NET BOURGOGNE
494871429;NET GESTION CONCEPT NGC FRANCE
500048343;NET GRAND RODEZ
802499715;NET OI
513482026;NET SXM
420338139;NET ULTRA
418165288;NET UP INTERACTIVE
812132512;NETALIS
430316802;NETARGET
478890510;NETENSIA
951438654;NETFLIX, INC.
820928521;NETGEM FRANCE
519271373;NETIWAN
422572800;NET-PACK
535089254;NETSYST
415267350;NETTEL
844125229;NETWO
429925175;NETWORK CONSULTING
434225082;NETWORTH TELECOM
414946194;NEUF CEGETEL
400820304;NEUF TELECOM GRANDE ENTREPRISE
331408336;NEURONES
409462173;NEURONNEXION
410076087;NEW TECH MULTIMEDIA
392834172;NEWTECH INTERACTIVE
527797427;NEXACOM
428593230;NEXANS FRANCE
453006314;NEXERA
753351709;NEXEREN
444346795;NEXITY
883390999;NEXLOOP FRANCE
815154885;NEXT
540087285;NEXT LEVEL FORMATION
451946842;NEXT2I
424691046;NEXTIRAONE FRANCE
853271153;NEXTLANE FRANCE
402011175;NEXTPHARMA PLOERMEL
478404601;NEXTPHARMA SAS
792632077;NEXTPHONE
431827815;NEXTRA
484214986;NEXUS INTERACTIVE
849398011;NFON FRANCE
425052941;NFRANCE CONSEIL
504124801;NGE
501241624;NGE INFRANET
497604769;NH HOTELES FRANCE
388255861;NHINDUSTRIES
888171568;NHOOD HOLDING
845177625;NIEDERBRONN THD
439055278;NIJI
880722186;NINA INSTITUT
493716625;NIVERTEL
808044358;NJ PARTNERS
840088439;NLIGHTEN FRANCE
930347521;NLIGHTEN FRANCE HOLDING
388872566;NOCIBE FRANCE
384970786;NOCIBE FRANCE DISTRIBUTION
493378939;NOKIA NETWORKS FRANCE
333150043;NOKIA PARTICIPATIONS
522997626;NOMADIA PROTECT
377698634;NOMBLOT FRERES
327325767;NOMBLOT MOTORS
793519232;NOMOSPHERE
393819636;NOMOTECH
450186259;NOMOTECH
413855404;NONE NETWORKS
479042285;NORAC
480470152;NORAUTO FRANCE
200039386;NORD-PAS-DE-CALAIS NUMERIQUE
529234072;NOREST SERVICES
352739411;NORMA SARL
528814676;NORMACTION
511227431;NORMHOST
389516741;NORTEL NETWORKS SA
838982643;NOTALUS
810704320;NOUVELLE-AQUITAINE THD
315710293;NOVACEL
929965721;NOVASCO
792866493;NOVATIVE
432398618;NOVAXESS SAS
419822408;NOVELTY FRANCE
311889877;NOVI
435082649;NOVINTEL
828996207;NOVOLI
332036128;NRJ GROUP
338940497;NS FRANCE
824685085;NSA TELECOM
421003518;NTI
435106026;NTL EUROPE
389506056;NTL ILE DE FRANCE
412935363;NTT EUROPE LTD
401898457;NTT FRANCE
817555063;NUMEFIBRE
503279820;NUMERICA
379229529;NUMERICABLE
390937878;NUMLOG
892278110;NUMONE
337986798;NUTRISET
720801497;NUTRITION ET SANTE
811934363;NXO FRANCE
353917404;NXO TELECOM
504538745;NXP SEMICONDUCTORS FRANCE
880484860;N'ZINGA
180068017;O N E M A
302381637;O.S.N.
510909807;O2SWITCH
431372671;OBJECTIF B.L.
432770295;OBJECTIF BL SA
804575918;OBJENIOUS
798831178;OCCICOM
844616938;OCCITANIE EVENTS
340889476;OCEA
792523938;OCEA TELECOM
534101332;OCEALLIANCE
389515735;OCEAN ET COMPAGNIES
408893063;OCEANET TECHNOLOGY
493422257;OCEANIS INFORMATIQUE
483459764;OCR
382814150;OCTAPHARMA
822189866;OCTOGONE FIBRE
324420785;OCV CHAMBERY INTERNATIONAL
440057354;ODBEE
394979173;ODC
529038978;ODIGO
484533468;ODIOWEB INTERNATIONAL
531501021;ODITEO
833513815;ODITEO GROUP
421839564;ODYSSEY MESSAGING
818432718;OECOM
510082514;OELIS
662043116;OFFICE NATIONAL DES FORETS
349338111;OFFICE PUB HABITAT LOIR CHER
275300010;OFFICE PUB L HABITAT DEP MAYENNE
278500012;OFFICE PUBLIC DE L HABITAT DE VENDEE
347754756;OFFICEXPRESS
490149028;OFFICIENCE
314007766;OGER INTERNATIONAL
542076799;OGF
802812453;OISE NUMERIQUE
398110445;OKAIDI
709200307;OLGA
344815618;OLISYS
851379669;OLIVEIRA MARTINS GERSAO MILLER PEDRO
344962246;OLIVER WYMAN SNC
421853334;OLLINK
421577495;OLYMPIQUE LYONNAIS GROUPE
495028987;OMEA TELECOM SAS
490841467;OMER MOBILE SAS
489020297;OMER TELECOM LIMITED
823212816;OMFITEL
420956419;OMIEN 2
393686415;OMNICOM TELECOM  SA
424564532;ONCLOUD
509658209;ONE OPERATEUR
952458727;ONECOM
546380197;ONEY BANK
799270160;ONOFF INVEST
391176971;ON-X GROUPE
507566552;OOB TELECOM
533485082;OPALE
498222629;OPALYS TELECOM
844718551;OPELLA HEALTHCARE INTERNATIONAL SAS
381031285;OPEN
502335391;OPENTEAM
811262823;OPERA TELECOM
804051944;OPHONY
955512611;OPMOBILITY SE
523941391;OPS
843909607;OPTEAM'IP
893489591;OPTIC FRANCE
894121748;OPTIC TELECOMS
811313873;OPTIMA FIBRE
722057387;OPTIMEGE
434284402;OPTIMITEL
842711012;OPTIMUM GROUPE
339691107;OPTION SERVICE
442133567;OPTIONS TELECOM
887645570;OPTISI
402302137;OPTONE SA
500822291;OPWAN
501614572;ORANGE BUSINESS SCE PARTICIPATIONS
423629922;ORANGE CLIENTS
827475864;ORANGE CONCESSIONS
833468556;ORANGE TRAVELERS
305207169;ORANO DEMANTELEMENT
302979075;ORDRE DES AVOCATS A LA COUR DE PARIS
784302846;ORDRE NATIONAL DES MEDECINS
320953722;ORGANISAT EUROPEEN TELECOMMUNIC SATELL
905720553;ORGANISATION ECONOMIQUE DU COGNAC
529197709;ORIGYNE
852415603;ORIZON INSTALLATION
824500508;ORNE DEPARTEMENT TRES HAUT DEBIT
814444824;ORNE-THD
404003014;ORNIS CONSULTING
353550932;ORTEC SERVICES
513879973;ORTEL MOBILE SAS
500451562;ORYX TELECOM
485156418;OSMOZIS
512975616;OTHELYS
542107800;OTIS
790077168;OTTO FRANCE HOLDING
753341353;OUEST CONSULTING
438307951;OUEST DEVELOPPEMENT
512235839;OUILAB
778852004;OUILAB-BIOSPHERE
894568724;OUREA
383678760;OUTREMER TELECOM
392606661;OUTREMER TELECOM SA
450392758;OUVANET
441938222;OVEA
424761419;OVH
405398736;OWENTIS
632025649;OX BRIDGE
811731736;OXEEGEN
840701007;OXILOG FRANCE
492990007;OXIP
338559677;OXONE TECHNOLOGIES
421568965;OXYA
910474428;OYA ENERGIES
448159111;OZONE
480365923;P.B.O.
341724474;PACA COMMUNICATION
352358865;PACIFICA
837644426;PACTOO
387614571;PACWAN
449638048;PACWAN
528964281;PACWAN
511067621;PAGES VINCENT
339310807;PAPETERIE DE MANDEURE
402965297;PAPETERIES DE CLAIREFONTAINE
333050284;PAPREC FRANCE
420523938;PARABOLE REUNION
495305039;PARC EOLIEN D'ALLANCHE
440568871;PARFUMS COSMETIQUES INFORMATION SERVIC
775671258;PARI MUTUEL URBAIN
834983439;PARIS 2024 CTE ORGA JO PARA
383081254;PARIS PREMIERE
382357721;PARIS SAINT GERMAIN FOOTBALL
310485206;PARIS STORE
343163770;PARITEL OPERATEUR
448863688;PARKER HANNIFIN FRANCE SAS
